movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
904,Battle Mission,Movie,Biography,,2007,106.0,PG-13,Hindi,USA,5.0,15460729.0,12117921.0,,,0,2023-07-20,0
905,Dark Quest,Movie,Adventure,,2020,153.0,TV-Y,English,USA,6.3,,52461237.0,,,1,2024-02-17,0
906,Mystery Mystery,Movie,Fantasy,Western,2018,93.0,PG-13,English,USA,3.5,2480786.0,,,,1,2023-06-07,0
907,Phoenix Secret,Limited Series,Romance,,1993,59.0,TV-Y,English,Japan,4.2,,,,189.0,1,2023-08-14,0
908,Love War,Movie,Sport,,1990,86.0,TV-Y,English,USA,6.2,4103654.0,6858445.0,,,0,2021-06-13,0
909,Day Mission,Movie,Romance,Fantasy,2000,86.0,PG-13,German,USA,7.1,3817917.0,7105587.0,,,0,2021-09-12,0
910,Night Battle,Stand-up Comedy,Thriller,Western,2000,62.0,PG,English,USA,6.2,,,,,0,2021-03-21,0
911,Bright Dragon,Stand-up Comedy,Thriller,,2018,55.0,TV-14,English,USA,7.9,,,,,0,2022-09-23,1
912,Mission Night,Stand-up Comedy,Adventure,,2015,72.0,TV-Y7,English,USA,2.6,,,,,0,2023-01-10,0
913,Empire Secret,TV Series,Crime,Sport,2020,29.0,TV-G,Japanese,UK,7.8,,,2.0,70.0,1,2024-04-25,0
914,Love Secret,Movie,Music,Western,2018,100.0,R,English,USA,3.3,8658634.0,,,,0,2023-03-19,1
915,Journey Adventure,TV Series,Romance,Fantasy,2004,36.0,PG-13,English,France,8.8,,,11.0,27.0,1,2025-07-10,0
916,Adventure Dream,Movie,Documentary,,2017,97.0,G,English,USA,7.7,5230091.0,310864542.0,,,1,2022-03-28,0
917,Adventure Ice,Movie,Adventure,,2004,65.0,TV-PG,German,UK,,2308408.0,37466547.0,,,0,2021-07-21,0
918,Secret Phoenix,Stand-up Comedy,Sport,,2002,59.0,TV-PG,English,South Korea,6.4,,,,,0,2021-02-08,0
919,The War,Movie,War,Sport,2012,99.0,TV-Y7,English,USA,4.5,2037924.0,6245998.0,,,0,2022-10-08,1
920,Story Warrior,Movie,Music,,1998,129.0,R,English,Canada,10.0,1568923.0,910439.0,,,0,2021-07-11,0
921,Phoenix House,Movie,War,Thriller,1998,114.0,TV-MA,Hindi,Japan,7.1,,17204463.0,,,0,2024-01-14,0
922,Our Story,Movie,Crime,,2017,118.0,NC-17,French,Canada,8.0,,,,,1,2024-11-29,1
923,Last Phoenix,TV Series,Adventure,Fantasy,1995,45.0,TV-Y7,English,USA,5.7,,,4.0,182.0,0,2020-08-20,1
924,Fire King,TV Series,Drama,,2022,64.0,PG,Spanish,USA,,,,1.0,98.0,0,2021-07-22,0
925,Quest Princess,Movie,Mystery,,2005,134.0,TV-G,English,France,6.2,16797086.0,,,,0,2025-06-16,0
926,Family Queen,Movie,Sci-Fi,Action,2024,125.0,NC-17,Spanish,USA,,,10714224.0,,,0,2024-05-02,0
927,Fire Ice,TV Series,Sci-Fi,,2008,40.0,TV-G,French,France,6.7,,,12.0,37.0,1,2022-09-03,1
928,Little Dream,TV Series,Horror,,2008,54.0,PG,Spanish,USA,5.9,,,5.0,131.0,0,2023-12-13,0
929,Fire King,Movie,Adventure,,2001,144.0,G,English,USA,6.4,6055248.0,54612.0,,,0,2023-01-26,0
930,Dark Day,Limited Series,Animation,History,1991,18.0,TV-14,English,Canada,5.8,,,8.0,99.0,0,2025-04-30,0
931,Family King,Movie,War,,2011,91.0,TV-Y,English,USA,4.2,6878404.0,2032055569.0,,,0,2020-08-12,0
932,Hero Empire,Limited Series,Sci-Fi,Adventure,1992,63.0,NC-17,English,USA,9.0,,,6.0,46.0,0,2021-04-22,0
933,Princess Family,Movie,Horror,,2014,136.0,TV-PG,Hindi,USA,7.5,1750334.0,8461465.0,,,0,2023-01-06,0
934,Kingdom House,TV Series,Comedy,,2018,23.0,TV-G,English,Canada,6.8,,,2.0,22.0,1,2021-03-02,1
935,Day Adventure,Movie,Thriller,,2003,122.0,TV-PG,French,USA,,,,,,1,2021-10-31,0
936,Quest Empire,Movie,Family,Crime,2019,85.0,G,English,USA,3.7,,212795.0,,,0,2024-12-04,1
937,Journey House,Movie,History,,2010,108.0,TV-Y7,English,USA,0.6,27987637.0,,,,0,2020-11-26,0
938,Old House,Movie,Crime,War,1995,116.0,R,English,USA,1.7,6877911.0,65073829.0,,,1,2021-04-05,1
939,Dragon War,TV Series,Crime,,2000,66.0,TV-Y7,English,Canada,6.2,,,10.0,117.0,0,2021-07-08,0
940,Fire Warrior,Limited Series,Documentary,,2016,69.0,TV-PG,English,USA,7.5,,,,146.0,0,2020-11-15,0
941,A Mystery,Movie,War,,2023,117.0,TV-PG,Spanish,Germany,5.6,,31526910.0,,,0,2025-05-01,0
942,King Legend,Stand-up Comedy,Mystery,,1999,98.0,TV-14,English,Canada,5.9,,,,,1,2022-12-31,1
943,Dream Adventure,TV Series,Music,,2021,49.0,TV-MA,English,Japan,9.4,,,14.0,52.0,1,2022-12-04,0
944,Dark Love,Movie,Sci-Fi,Animation,1990,103.0,G,English,Japan,8.3,755027.0,121486.0,,,0,2023-07-21,0
945,Secret Ice,Documentary,Sport,Sci-Fi,2010,97.0,TV-Y7,English,USA,6.6,,,,,1,2023-04-30,0
946,Quest Warrior,Movie,Comedy,Action,2001,83.0,G,English,France,6.5,10571426.0,2106307.0,,,0,2023-09-28,0
947,Secret Mission,Movie,Biography,,1999,84.0,PG-13,Spanish,USA,9.3,7872425.0,5076773.0,,,0,2023-04-23,0
948,Little Night,TV Series,History,,2015,52.0,TV-Y,English,USA,6.8,,,1.0,164.0,1,2022-11-15,0
949,Warrior Adventure,Movie,History,Adventure,2006,106.0,G,Italian,USA,6.0,10082632.0,2344323.0,,,0,2023-10-16,1
950,War Day,TV Series,Thriller,,2000,55.0,TV-14,Korean,USA,6.1,,,11.0,184.0,0,2024-03-30,0
951,Big House,TV Series,Horror,,2020,38.0,G,English,USA,6.7,,,6.0,72.0,1,2020-09-20,0
952,Queen Day,Movie,Western,Music,2009,121.0,PG,English,USA,8.8,9065794.0,,,,0,2023-07-21,0
953,Bright Love,Documentary,Drama,Western,1999,108.0,TV-G,Spanish,South Korea,5.0,,,,,0,2020-11-27,0
954,Mission Adventure,Movie,Comedy,,2020,151.0,PG,German,USA,5.6,479995.0,31220059.0,,,1,2020-10-20,0
955,Queen Empire,Movie,Fantasy,,2022,87.0,PG-13,Spanish,USA,7.2,,,,,1,2022-03-03,0
956,A Love,Stand-up Comedy,Adventure,,2001,97.0,G,English,USA,8.4,,,,,0,2023-01-20,0
957,Storm Love,Documentary,Sci-Fi,Family,2024,102.0,TV-14,Italian,Canada,6.3,,,,,1,2021-05-24,0
958,Story Warrior,Movie,Thriller,,2022,104.0,G,English,USA,9.1,7640901.0,8187582.0,,,0,2021-05-19,0
959,A Dragon,TV Series,Animation,,2016,51.0,R,French,USA,8.9,,,14.0,17.0,1,2023-05-11,0
960,Quest Quest,TV Series,Animation,,2015,29.0,PG-13,English,Canada,7.0,,,3.0,46.0,1,2022-02-23,1
961,Story Mystery,Movie,Fantasy,,2014,115.0,TV-Y7,Spanish,South Korea,7.3,,341983926.0,,,1,2025-04-30,0
962,City Ice,TV Series,History,,2018,45.0,TV-PG,English,USA,6.8,,,9.0,198.0,0,2022-05-03,1
963,War Dream,Limited Series,Sci-Fi,,1998,24.0,NC-17,English,USA,6.7,,,11.0,30.0,1,2025-05-18,0
964,Journey Empire,TV Series,Crime,Documentary,1992,58.0,TV-Y,English,UK,7.1,,,4.0,18.0,1,2022-11-22,0
965,Empire Legend,Movie,Sport,Western,1997,29.0,PG-13,Spanish,Canada,3.5,1437629.0,5514939.0,,,0,2020-08-06,0
966,A Adventure,Stand-up Comedy,Crime,,2024,70.0,TV-G,English,USA,5.9,,,,,0,2024-01-20,0
967,Our Adventure,TV Series,Adventure,,2017,66.0,TV-G,German,USA,7.0,,,11.0,107.0,0,2025-04-20,0
968,First Queen,TV Series,Fantasy,,1996,46.0,NC-17,English,USA,5.8,,,9.0,14.0,0,2024-03-16,0
969,Adventure Story,Movie,Crime,Music,1993,131.0,TV-MA,English,India,6.1,1905142.0,389765.0,,,0,2022-01-30,0
970,House King,TV Series,Biography,,2005,52.0,PG,Spanish,USA,,,,7.0,159.0,0,2021-12-21,1
971,Warrior Empire,TV Series,Romance,,1998,48.0,NC-17,German,Canada,6.3,,,9.0,107.0,0,2022-04-21,0
972,Bright Mystery,Stand-up Comedy,Sport,,1995,54.0,PG-13,Spanish,USA,6.8,,,,,0,2024-12-02,0
973,Dark Kingdom,TV Series,Romance,,2001,66.0,R,German,USA,6.2,,,3.0,133.0,1,2022-10-03,0
974,Queen Storm,TV Series,Crime,Drama,2002,50.0,TV-14,English,Germany,5.8,,,,11.0,0,2024-06-28,0
975,Quest War,Movie,History,Adventure,2013,101.0,TV-MA,French,USA,5.5,12437786.0,110918415.0,,,0,2022-11-14,0
976,Dragon Journey,Movie,Adventure,Documentary,2015,111.0,G,Hindi,Japan,7.3,45933057.0,2099413.0,,,0,2022-09-16,0
977,Little Secret,Movie,Family,Romance,2021,131.0,TV-PG,English,Germany,,1815186.0,2039126.0,,,0,2021-06-12,0
978,City Night,Movie,Romance,Music,2017,93.0,PG-13,Korean,UK,8.5,1669938.0,5999880.0,,,1,2022-03-23,1
979,Story Legend,Movie,War,,2017,110.0,R,French,USA,7.6,2371950.0,,,,0,2023-10-03,0
980,War Battle,TV Series,Adventure,Biography,1966,17.0,TV-MA,Spanish,USA,8.0,,,13.0,166.0,0,2024-03-11,0
981,First Dragon,Movie,Biography,,2008,90.0,TV-14,English,India,5.4,,144443940.0,,,1,2025-02-07,0
982,Storm Dream,Movie,Horror,,1998,99.0,TV-PG,Japanese,Japan,9.2,9850569.0,8806633.0,,,0,2024-05-09,0
983,Day Legend,Movie,Action,Romance,2002,61.0,R,Japanese,Canada,9.4,11539630.0,248879.0,,,0,2022-03-13,0
984,Family Day,Stand-up Comedy,History,,2006,59.0,G,English,Canada,5.8,,,,,0,2024-09-24,1
985,Queen Night,Documentary,Sci-Fi,,2000,89.0,TV-14,French,France,7.7,,,,,0,2024-01-21,0
986,Love Day,TV Series,Horror,,2022,37.0,NC-17,English,USA,8.5,,,10.0,153.0,0,2023-03-26,0
987,Phoenix Storm,TV Series,Horror,Sci-Fi,2023,51.0,TV-Y,English,USA,6.8,,,1.0,93.0,0,2023-05-26,0
988,Little Journey,Stand-up Comedy,War,,2006,72.0,R,English,Canada,1.6,,,,,1,2024-01-09,0
989,Empire Family,Movie,Biography,Fantasy,2008,168.0,TV-14,English,Canada,6.9,,784225.0,,,0,2025-07-15,0
990,Big Quest,Documentary,Mystery,,1997,28.0,G,English,USA,3.4,,,,,0,2025-04-20,0
991,Last Queen,Movie,Drama,,1992,76.0,PG,Italian,USA,6.5,4303395.0,6895198.0,,,0,2021-07-19,0
992,The Love,Movie,Horror,Music,2018,57.0,TV-14,English,USA,6.2,461832.0,,,,0,2022-12-15,0
993,Old Phoenix,Stand-up Comedy,Western,,2020,19.0,PG,Spanish,Canada,3.7,,,,,0,2025-05-08,0
994,Battle Queen,Movie,Mystery,,1990,119.0,TV-14,German,USA,1.4,,28637.0,,,0,2024-02-22,1
995,Big Day,Movie,Horror,,2024,185.0,TV-PG,Japanese,South Korea,7.9,436936.0,25050655.0,,,0,2024-01-13,0
996,Secret Mission,TV Series,Sci-Fi,,1997,69.0,NC-17,English,South Korea,6.4,,,2.0,24.0,0,2021-05-28,1
997,House Empire,TV Series,History,Biography,2024,21.0,R,French,USA,7.1,,,11.0,124.0,0,2024-02-29,0
998,Day Legend,Limited Series,Fantasy,,2013,69.0,TV-14,English,USA,6.0,,,8.0,162.0,1,2022-09-25,0
999,Ice War,Movie,Crime,,1997,16.0,TV-Y7,English,USA,7.0,49649970.0,139707.0,,,0,2024-01-06,0
1000,Last Night,TV Series,Sport,,1993,42.0,NC-17,English,UK,,,,10.0,25.0,0,2021-09-02,0
