age,gender,country,state_province,subscription_plan,monthly_spend,primary_device,household_size,churned,monthly_spend_log,household_size_missing,start_year,start_month,start_day,start_weekday
26.0,Male,USA,Illinois,Standard,5.31,Laptop,2.0,0,1.8421356765531218,0,2024,11,9,5
43.0,Male,Canada,Alberta,Standard,18.7,Tablet,2.0,0,2.9806186357439426,0,2024,2,23,4
53.0,Female,USA,Tennessee,Basic,2.29,Tablet,2.0,0,1.1908875647772805,0,2023,1,31,1
43.0,Male,USA,Indiana,Premium,3.05,Smart TV,4.0,0,1.3987168811184478,0,2025,3,26,2
48.0,Female,USA,Indiana,Premium+,26.48,Gaming Console,2.0,0,3.3134584673541485,0,2025,4,27,6
33.0,Female,USA,California,Standard,1.59,Tablet,4.0,1,0.9516578757114464,0,2022,9,24,5
34.0,Other,USA,California,Premium,18.6,Smart TV,3.0,0,2.975529566236472,0,2025,6,26,3
43.0,Male,USA,Pennsylvania,Premium,18.17,Tablet,5.0,0,2.9533465570575532,0,2024,9,2,0
17.0,Female,Canada,Alberta,Standard,22.854736059479553,Tablet,5.0,0,3.1719827745379456,0,2024,1,23,1
36.0,Male,Canada,British Columbia,Standard,7.76,Smart TV,2.0,0,2.1701959049483,0,2024,4,7,6
29.0,Female,Canada,Manitoba,Standard,2.33,Laptop,7.0,0,1.2029723039923526,0,2023,3,2,3
21.0,Male,Canada,Nova Scotia,Premium,19.47,Mobile,6.0,0,3.018960399673198,0,2025,2,2,6
35.0,Male,Canada,New Brunswick,Premium+,6.93,Desktop,1.0,0,2.0706530356467567,0,2023,2,23,3
22.0,Male,USA,Indiana,Standard,2.48,Laptop,3.0,0,1.247032293786383,0,2023,9,16,5
21.0,Other,USA,New Jersey,Basic,17.22,Tablet,3.0,0,2.9025198918318122,0,2023,3,14,1
24.0,Female,USA,Texas,Standard,34.71,Tablet,2.0,0,3.575430761606357,0,2023,3,9,3
42.0,Male,USA,New York,Premium,21.811017452655033,Laptop,0.0,0,3.1272436408541084,1,2023,5,26,4
25.0,Female,USA,Maryland,Basic,29.46,Laptop,2.0,0,3.4164143474670157,0,2025,3,2,6
59.0,Female,Canada,Prince Edward Island,Standard,19.72,Laptop,0.0,0,3.031099417391282,1,2024,11,20,2
24.0,Male,USA,Arizona,Standard,22.854736059479553,Tablet,3.0,0,3.1719827745379456,0,2023,3,18,5
32.0,Female,USA,Michigan,Standard,24.84,Gaming Console,4.0,0,3.2519236789144013,0,2023,7,5,2
33.0,Other,Canada,New Brunswick,Premium,7.9,Laptop,5.0,0,2.186051276738094,0,2023,10,3,1
32.0,Other,Canada,Quebec,Standard,34.68,Laptop,3.0,0,3.5745903077118086,0,2025,4,15,1
29.0,Male,USA,Massachusetts,Standard,2.12,Gaming Console,1.0,0,1.1378330018213911,0,2024,7,28,6
29.0,Female,USA,California,Standard,34.49,Desktop,4.0,0,3.569250966658405,0,2022,12,30,4
37.0,Other,Canada,Quebec,Basic,15.11,Laptop,2.0,0,2.779440197188883,0,2023,10,26,3
36.0,Male,USA,Wisconsin,Premium,14.67,Smart TV,3.0,0,2.7517480563679295,0,2023,4,27,3
47.0,Female,USA,Washington,Basic,25.25,Tablet,4.0,0,3.2676659890376327,0,2024,1,15,0
26.0,Male,Canada,Prince Edward Island,Standard,10.58,Gaming Console,2.0,0,2.449279472144849,0,2022,9,30,4
35.0,Female,USA,Georgia,Premium,21.811017452655033,Mobile,1.0,0,3.1272436408541084,0,2022,8,15,0
29.0,Female,USA,Indiana,Standard,3.98,Smart TV,3.0,0,1.6054298910365616,0,2023,5,5,4
10.0,Female,Canada,Newfoundland and Labrador,Standard,11.49,Desktop,2.0,0,2.5249283241374862,0,2023,8,1,1
50.0,Other,USA,Arizona,Standard,9.15,Laptop,1.0,0,2.3174737054877963,0,2024,9,24,1
28.0,Male,Canada,Alberta,Premium,15.64,Tablet,1.0,0,2.8118094353930627,0,2024,1,8,0
20.0,Male,USA,Florida,Standard,3.18,Mobile,2.0,0,1.430311246536665,0,2024,3,9,5
26.0,Female,USA,Michigan,Standard,2.35,Desktop,2.0,0,1.208960345836975,0,2022,12,12,0
46.0,Female,USA,Virginia,Premium,24.34,Mobile,6.0,0,3.232384174892993,0,2022,12,26,0
42.0,Female,USA,New York,Premium+,19.57,Laptop,2.0,0,3.0238337036648657,0,2024,6,10,0
15.0,Male,USA,California,Premium,21.811017452655033,Gaming Console,0.0,0,3.1272436408541084,1,2023,5,4,3
49.0,Female,Canada,Saskatchewan,Premium,6.59,Desktop,2.0,1,2.0268315914075385,0,2023,2,13,0
39.0,Male,Canada,Manitoba,Premium,34.25,Gaming Console,5.0,0,3.5624655292582776,0,2023,3,30,3
48.0,Female,Canada,Alberta,Premium,46.97,Desktop,0.0,0,3.8705758155139725,1,2025,4,5,5
25.0,Male,Canada,Quebec,Premium,36.25,Laptop,0.0,1,3.6176519448255684,1,2024,8,30,4
31.0,Female,USA,Missouri,Standard,25.56,Tablet,1.0,1,3.279406324608233,0,2023,2,20,0
31.0,Other,USA,North Carolina,Premium+,37.8,Smart TV,1.0,0,3.6584202466292277,0,2025,4,1,1
39.0,Other,USA,Georgia,Premium,15.1,Gaming Console,3.0,0,2.7788192719904172,0,2023,1,13,4
34.0,Other,USA,Washington,Premium,16.06,Tablet,1.0,0,2.836736542063533,0,2023,10,27,4
37.0,Other,Canada,Nova Scotia,Premium+,10.0,Laptop,4.0,0,2.3978952727983707,0,2023,9,13,2
25.0,Female,Canada,British Columbia,Premium,12.37,Mobile,0.0,0,2.5930133911138515,1,2025,7,26,5
20.0,Other,USA,Wisconsin,Premium,21.811017452655033,Gaming Console,3.0,1,3.1272436408541084,0,2025,5,18,6
29.0,Male,USA,Michigan,Standard,9.79,Gaming Console,2.0,0,2.378619779270043,0,2023,8,8,1
39.0,Female,USA,Arizona,Basic,4.55,Laptop,2.0,0,1.713797927758343,0,2024,12,5,3
35.0,Female,USA,Michigan,Basic,40.56,Tablet,8.0,0,3.727138166231027,0,2023,9,29,4
31.0,Other,USA,Michigan,Standard,4.46,Smart TV,0.0,0,1.6974487897568136,1,2024,10,8,1
29.0,Female,USA,Missouri,Basic,17.57,Gaming Console,5.0,0,2.9215473753646144,0,2024,9,18,2
26.0,Male,Canada,Ontario,Premium,51.88,Smart TV,4.0,0,3.9680251955434307,0,2022,12,16,4
33.0,Female,USA,Illinois,Basic,10.87,Gaming Console,6.0,1,2.4740142086215764,0,2023,9,15,4
50.0,Male,USA,Illinois,Basic,8.7,Desktop,1.0,0,2.272125885509337,0,2024,2,16,4
37.0,Female,USA,North Carolina,Premium,2.46,Mobile,4.0,0,1.2412685890696329,0,2023,10,27,4
26.0,Female,USA,Washington,Basic,6.18,Tablet,1.0,0,1.9712993830601329,0,2025,1,13,0
44.0,Female,USA,Georgia,Premium,21.811017452655033,Desktop,4.0,0,3.1272436408541084,0,2022,8,22,0
28.0,Female,USA,Maryland,Premium,21.811017452655033,Desktop,1.0,1,3.1272436408541084,0,2024,5,7,1
26.0,Male,USA,California,Standard,21.85,Tablet,0.0,0,3.128951117340214,1,2024,9,24,1
58.0,Male,USA,Georgia,Premium,24.4,Gaming Console,2.0,1,3.2347491740244907,0,2023,11,9,3
43.0,Female,USA,Ohio,Standard,3.22,Tablet,3.0,0,1.4398351280479207,0,2023,1,6,4
46.0,Other,USA,Indiana,Standard,35.06,Tablet,4.0,0,3.585184217775171,0,2024,11,7,3
29.0,Other,USA,Tennessee,Basic,4.61,Laptop,2.0,0,1.724550719534605,0,2024,8,14,2
36.0,Male,USA,Washington,Standard,18.76,Desktop,1.0,0,2.983659692319722,0,2025,1,5,6
16.0,Female,USA,Tennessee,Standard,8.58,Smart TV,0.0,0,2.259677591982769,1,2024,6,8,5
22.0,Male,USA,California,Premium,18.1,Smart TV,0.0,1,2.9496883350525844,1,2023,10,27,4
27.0,Male,USA,New Jersey,Premium,44.37,Mobile,3.0,0,3.8148510936758724,0,2023,5,21,6
45.0,Other,Canada,New Brunswick,Premium,4.74,Desktop,3.0,0,1.747459210331475,0,2024,6,5,2
41.0,Male,USA,North Carolina,Premium,13.58,Desktop,3.0,0,2.6796507265805123,0,2023,3,9,3
31.0,Female,USA,Indiana,Standard,3.96,Gaming Console,4.0,1,1.601405740736836,0,2024,7,10,2
38.0,Male,Canada,Manitoba,Basic,11.92,Desktop,2.0,0,2.558776498354456,0,2023,1,23,0
26.0,Other,USA,Maryland,Premium,11.99,Tablet,0.0,0,2.5641798306825083,1,2025,4,10,3
27.0,Male,USA,Florida,Standard,29.24,Desktop,2.0,0,3.4091655513113324,0,2025,1,1,2
31.0,Male,Canada,Quebec,Standard,29.21,Gaming Console,0.0,0,3.4081729953985804,1,2025,6,22,6
50.0,Male,USA,Tennessee,Standard,14.98,Tablet,2.0,0,2.7713379403381286,0,2024,3,10,6
47.0,Female,USA,Texas,Premium+,19.675352862849536,Mobile,2.0,1,3.0289423078910556,0,2023,5,29,0
52.0,Female,USA,Ohio,Premium,14.96,Gaming Console,1.0,0,2.7700855920216627,0,2023,12,11,0
50.0,Male,Canada,Saskatchewan,Premium,1.63,Tablet,3.0,0,0.9669838461896731,0,2024,12,17,1
37.0,Female,Canada,Ontario,Standard,18.56,Tablet,0.0,0,2.9734866646066713,1,2025,4,21,0
31.0,Female,USA,Tennessee,Standard,22.854736059479553,Smart TV,1.0,0,3.1719827745379456,0,2022,12,9,4
19.0,Male,USA,Massachusetts,Standard,9.17,Smart TV,4.0,1,2.3194422100604686,0,2023,6,16,4
24.0,Male,Canada,Nova Scotia,Standard,11.94,Tablet,2.0,1,2.5603232890727545,0,2024,4,29,0
44.0,Male,USA,Florida,Premium,7.49,Laptop,2.0,0,2.138889000323256,0,2025,5,13,1
47.0,Male,USA,Texas,Standard,8.35,Laptop,0.0,0,2.2353763433005955,1,2022,9,10,5
40.0,Male,Canada,Ontario,Standard,3.3,Gaming Console,4.0,0,1.4586150226995167,0,2025,3,10,0
45.0,Female,USA,Pennsylvania,Standard,22.854736059479553,Desktop,4.0,0,3.1719827745379456,0,2023,9,15,4
38.0,Female,USA,Wisconsin,Standard,12.54,Gaming Console,2.0,0,2.605648267484129,0,2025,6,5,3
34.0,Other,USA,Washington,Premium+,4.08,Tablet,2.0,0,1.6253112615903906,0,2024,12,3,1
60.0,Male,USA,Michigan,Standard,9.1,Desktop,5.0,0,2.312535423847214,0,2024,3,1,4
23.0,Male,USA,Texas,Standard,13.43,Desktop,2.0,0,2.6693093727857793,0,2025,5,3,5
60.0,Female,USA,New Jersey,Premium,5.72,Mobile,3.0,0,1.9050881545350582,0,2025,2,10,0
27.0,Male,USA,Missouri,Premium+,9.18,Smart TV,6.0,0,2.3204250111223765,0,2024,3,9,5
46.0,Female,Canada,Quebec,Standard,7.09,Smart TV,3.0,0,2.0906287310704004,0,2023,2,27,0
44.0,Other,Canada,Prince Edward Island,Premium,17.53,Mobile,1.0,0,2.9193910402972683,0,2023,1,31,1
27.0,Male,USA,Virginia,Standard,11.51,Laptop,4.0,0,2.5265283244788197,0,2025,2,17,0
31.0,Male,USA,New York,Standard,15.33,Desktop,1.0,0,2.7930039069823738,0,2025,4,2,2
46.0,Male,USA,Maryland,Premium,14.76,Gaming Console,0.0,1,2.757475084429733,1,2025,5,8,3
33.0,Female,USA,New York,Standard,31.85,Desktop,0.0,0,3.4919517449306197,1,2023,1,20,4
32.0,Male,USA,Massachusetts,Premium,6.92,Tablet,2.0,1,2.0693912058263346,0,2024,12,5,3
38.0,Female,Canada,Manitoba,Standard,13.59,Tablet,4.0,0,2.6803363625346943,0,2022,12,14,2
47.0,Other,Canada,New Brunswick,Basic,20.136172344689378,Desktop,0.0,0,3.0509859018293035,1,2024,9,7,5
23.0,Female,Canada,British Columbia,Premium,9.13,Gaming Console,2.0,0,2.315501318260592,0,2024,2,24,5
14.0,Other,USA,Georgia,Basic,28.6,Tablet,4.0,0,3.3877743613300146,0,2023,6,24,5
28.0,Other,USA,California,Standard,26.73,Tablet,5.0,0,3.322514859627687,0,2025,1,20,0
39.0,Female,USA,Florida,Premium+,4.62,Smart TV,2.0,0,1.7263316639055997,0,2024,11,13,2
15.0,Female,USA,Massachusetts,Standard,0.94,Smart TV,6.0,0,0.6626879730752367,0,2024,9,15,6
21.0,Male,USA,Michigan,Standard,9.6,Laptop,1.0,0,2.3608540011180215,0,2023,5,30,1
47.0,Female,USA,New Jersey,Premium+,6.85,Tablet,0.0,0,2.060513531794317,1,2023,10,3,1
30.0,Other,USA,Ohio,Premium,53.24,Mobile,0.0,0,3.99341864363214,1,2022,10,12,2
30.0,Male,USA,California,Premium+,19.675352862849536,Tablet,3.0,0,3.0289423078910556,0,2024,12,7,5
16.0,Male,USA,Pennsylvania,Premium,19.57,Gaming Console,1.0,0,3.0238337036648657,0,2023,5,28,6
50.0,Female,Canada,Ontario,Standard,11.18,Gaming Console,2.0,0,2.4997952622817508,0,2025,3,21,4
32.0,Female,USA,New Jersey,Premium,16.12,Gaming Console,2.0,0,2.840247370713596,0,2022,8,6,5
52.0,Female,USA,Tennessee,Basic,13.18,Gaming Console,1.0,0,2.6518325211039815,0,2023,2,12,6
31.0,Other,USA,Michigan,Premium,34.28,Tablet,1.0,0,3.5633162311385904,0,2022,9,11,6
18.0,Female,USA,Massachusetts,Standard,6.47,Tablet,1.0,1,2.010894999144726,0,2022,12,19,0
28.0,Female,USA,Tennessee,Premium,15.23,Smart TV,2.0,0,2.7868613815264998,0,2023,5,29,0
19.0,Male,USA,Georgia,Basic,2.56,Tablet,3.0,0,1.269760544863939,0,2025,5,3,5
52.0,Male,USA,California,Premium+,13.88,Gaming Console,0.0,0,2.700018029404946,1,2022,10,1,5
41.0,Male,USA,Wisconsin,Premium,3.45,Desktop,2.0,0,1.4929040961781488,0,2024,7,15,0
33.0,Female,Canada,Quebec,Standard,17.8,Gaming Console,1.0,0,2.9338568698359038,0,2022,10,3,0
59.0,Male,USA,Arizona,Premium,21.811017452655033,Gaming Console,2.0,0,3.1272436408541084,0,2025,1,2,3
33.0,Female,USA,New Jersey,Premium,4.16,Tablet,3.0,1,1.6409365794934714,0,2023,3,29,2
26.0,Female,USA,Missouri,Standard,13.82,Desktop,3.0,0,2.695977619867941,0,2023,4,22,5
34.0,Female,Canada,Prince Edward Island,Basic,20.39,Laptop,3.0,0,3.062923523094314,0,2024,11,15,4
32.0,Male,USA,Maryland,Premium+,10.72,Tablet,1.0,0,2.4612967841488667,0,2024,2,10,5
28.0,Other,USA,Missouri,Premium,25.88,Desktop,2.0,0,3.2913825156549485,0,2025,3,5,2
36.0,Female,USA,Texas,Premium,36.78,Smart TV,2.0,0,3.6317798620733637,0,2023,11,12,6
53.0,Female,Canada,British Columbia,Premium,15.26,Laptop,0.0,0,2.7887081041196646,1,2025,2,13,3
37.0,Female,Canada,Newfoundland and Labrador,Basic,10.68,Desktop,1.0,0,2.457877977400081,0,2023,4,6,3
40.0,Female,USA,Washington,Standard,6.79,Desktop,6.0,0,2.052840859882657,0,2024,3,9,5
48.0,Female,USA,Missouri,Basic,20.136172344689378,Smart TV,4.0,0,3.0509859018293035,0,2023,3,15,2
33.0,Female,USA,Michigan,Standard,22.854736059479553,Gaming Console,2.0,0,3.1719827745379456,0,2023,10,2,0
23.0,Other,USA,Massachusetts,Premium,7.84,Gaming Console,1.0,0,2.179286876649552,0,2024,5,25,5
48.0,Male,Canada,Nova Scotia,Premium,23.45,Laptop,2.0,1,3.196630215920881,0,2023,5,2,1
28.0,Female,USA,Washington,Premium,18.47,Desktop,2.0,0,2.968874819384108,0,2025,7,27,6
25.0,Other,USA,Arizona,Standard,26.39,Gaming Console,2.0,0,3.3101779832749867,0,2023,10,10,1
28.0,Female,USA,Ohio,Premium,21.811017452655033,Smart TV,3.0,1,3.1272436408541084,0,2023,2,4,5
30.0,Female,USA,New York,Premium,12.71,Tablet,4.0,0,2.6181254935742233,0,2023,11,29,2
34.0,Male,USA,Maryland,Premium,12.2,Gaming Console,2.0,0,2.580216829592325,0,2022,8,19,4
23.0,Other,USA,Tennessee,Premium,33.78,Gaming Console,2.0,0,3.549042508926137,0,2025,5,22,3
30.0,Female,USA,Massachusetts,Premium,21.811017452655033,Desktop,1.0,1,3.1272436408541084,0,2022,9,19,0
30.0,Male,Canada,Ontario,Premium+,7.45,Smart TV,0.0,0,2.134166441369082,1,2024,2,23,4
25.0,Other,USA,Wisconsin,Basic,63.65,Gaming Console,4.0,0,4.168988105217867,0,2023,2,19,6
42.0,Female,USA,Illinois,Standard,17.51,Desktop,2.0,0,2.9183111265854063,0,2023,7,9,6
28.0,Male,USA,California,Premium+,17.03,Mobile,0.0,0,2.8920370372152258,1,2023,11,8,2
43.0,Other,Canada,Prince Edward Island,Premium,1.88,Mobile,1.0,1,1.0577902941478545,0,2024,1,20,5
43.0,Male,Canada,Newfoundland and Labrador,Premium,8.4,Smart TV,1.0,0,2.2407096892759584,0,2024,10,16,2
38.0,Other,USA,Ohio,Standard,3.79,Laptop,4.0,0,1.5665304114228238,0,2024,9,13,4
33.0,Male,Canada,Prince Edward Island,Standard,10.24,Gaming Console,4.0,0,2.419478844465545,0,2023,5,23,1
27.0,Male,Canada,Ontario,Standard,6.09,Tablet,4.0,0,1.958685340544036,0,2024,6,19,2
52.0,Female,USA,Indiana,Premium,13.5,Gaming Console,4.0,0,2.6741486494265287,0,2022,11,16,2
30.0,Male,USA,California,Standard,12.1,Mobile,1.0,1,2.5726122302071057,0,2025,7,5,5
58.0,Other,Canada,Quebec,Premium,21.69,Desktop,2.0,0,3.1219242987917504,0,2024,10,14,0
36.0,Female,USA,Michigan,Premium+,15.67,Gaming Console,0.0,0,2.813610696762703,1,2022,11,25,4
40.0,Male,USA,California,Basic,22.06,Gaming Console,2.0,0,3.138099514840913,0,2024,4,25,3
31.0,Other,USA,Pennsylvania,Premium,27.92,Mobile,6.0,0,3.3645333972905638,0,2024,1,31,2
31.0,Male,USA,New Jersey,Basic,2.86,Laptop,5.0,1,1.3506671834767394,0,2024,6,23,6
35.0,Female,USA,North Carolina,Premium,11.6,Tablet,2.0,0,2.533696813957432,0,2023,6,25,6
35.0,Female,USA,Missouri,Standard,6.19,Tablet,2.0,0,1.9726911717329554,0,2025,2,18,1
28.0,Male,Canada,Ontario,Premium,2.2,Laptop,4.0,0,1.1631508098056809,0,2024,8,14,2
44.0,Female,USA,Arizona,Standard,20.84,Mobile,3.0,0,3.083743150876704,0,2022,9,8,3
21.0,Female,USA,Illinois,Standard,19.03,Mobile,1.0,0,2.997231149677727,0,2022,12,13,1
34.0,Female,USA,Florida,Premium,19.84,Gaming Console,2.0,0,3.0368742168851663,0,2023,10,20,4
47.0,Female,USA,Tennessee,Basic,18.7,Laptop,4.0,0,2.9806186357439426,0,2022,8,7,6
50.0,Male,Canada,British Columbia,Premium,3.76,Tablet,3.0,0,1.5602476682433286,0,2023,11,8,2
49.0,Male,USA,Georgia,Premium,12.45,Tablet,3.0,0,2.598979106047848,0,2023,2,24,4
41.0,Female,USA,Florida,Premium,6.44,Desktop,4.0,0,2.0068708488450007,0,2023,12,14,3
40.0,Male,Canada,Saskatchewan,Premium+,24.65,Laptop,1.0,0,3.2445435716167785,0,2022,8,30,1
28.0,Male,USA,Michigan,Standard,17.45,Desktop,4.0,0,2.915064370486536,0,2025,7,10,3
36.0,Female,Canada,Newfoundland and Labrador,Basic,14.66,Laptop,2.0,0,2.751109690562657,0,2023,7,16,6
40.0,Other,USA,New Jersey,Standard,7.6,Desktop,3.0,0,2.151762203259462,0,2024,8,14,2
42.0,Other,USA,Virginia,Standard,11.42,Gaming Console,5.0,0,2.519308076505333,0,2023,10,21,5
55.0,Female,USA,Michigan,Basic,20.136172344689378,Desktop,2.0,1,3.0509859018293035,0,2024,1,29,0
26.0,Male,USA,California,Premium,12.07,Gaming Console,4.0,0,2.570319527636131,0,2024,2,15,3
23.0,Male,USA,Michigan,Basic,15.49,Smart TV,4.0,0,2.8027541365715076,0,2023,3,28,1
54.0,Other,USA,California,Standard,3.27,Desktop,5.0,0,1.451613827240533,0,2023,8,25,4
43.0,Male,USA,Wisconsin,Standard,66.63,Gaming Console,2.0,0,4.214051671586849,0,2023,9,5,1
24.0,Male,Canada,Saskatchewan,Standard,11.38,Tablet,2.0,0,2.5160822672564502,0,2023,11,6,0
24.0,Male,Canada,Prince Edward Island,Premium+,13.69,Mobile,1.0,0,2.6871669901857858,0,2022,12,24,5
38.0,Female,USA,Virginia,Standard,5.38,Mobile,4.0,1,1.8531680973566984,0,2022,10,31,0
23.0,Other,USA,Arizona,Premium,21.811017452655033,Laptop,4.0,0,3.1272436408541084,0,2023,4,10,0
39.0,Other,USA,New Jersey,Standard,14.82,Desktop,1.0,0,2.761274962339508,0,2022,10,8,5
40.0,Male,USA,New York,Basic,18.38,Smart TV,1.0,0,2.96424160646262,0,2024,1,1,0
20.0,Female,Canada,Alberta,Premium+,20.05,Gaming Console,2.0,1,3.0469005601283903,0,2024,3,8,4
23.0,Male,USA,Missouri,Premium,2.32,Tablet,6.0,0,1.199964782928397,0,2023,1,31,1
30.0,Male,USA,California,Basic,5.22,Mobile,3.0,0,1.827769906751088,0,2024,3,29,4
26.0,Female,USA,New York,Basic,38.8,Tablet,3.0,0,3.6838669122903918,0,2024,6,25,1
42.0,Female,Canada,Ontario,Premium,38.42,Laptop,2.0,0,3.674273301724574,0,2024,10,1,1
26.0,Female,Canada,Ontario,Standard,12.98,Gaming Console,3.0,1,2.637627736805664,0,2024,1,27,5
13.0,Female,USA,Tennessee,Premium,14.53,Gaming Console,3.0,0,2.7427736371605955,0,2023,4,27,3
16.0,Male,Canada,British Columbia,Standard,11.74,Mobile,0.0,1,2.5447466501440172,1,2025,6,16,0
34.0,Female,USA,Ohio,Premium+,26.16,Laptop,6.0,0,3.3017453026904953,0,2024,6,19,2
34.0,Female,USA,Indiana,Standard,4.85,Smart TV,1.0,0,1.766441661243765,0,2025,5,8,3
15.0,Male,USA,New Jersey,Premium,63.34,Desktop,6.0,1,4.16418152181088,0,2024,5,25,5
45.0,Other,Canada,New Brunswick,Basic,13.81,Mobile,2.0,0,2.6953026282797072,0,2022,11,1,1
42.0,Male,USA,Indiana,Premium,18.51,Laptop,7.0,1,2.97092715463502,0,2023,12,19,1
31.0,Female,Canada,Alberta,Standard,14.95,Laptop,1.0,0,2.7694588292308535,0,2024,1,6,5
58.0,Male,Canada,British Columbia,Premium,15.25,Desktop,4.0,0,2.7880929087757464,0,2024,12,5,3
10.0,Female,USA,Indiana,Standard,9.01,Gaming Console,1.0,0,2.303584593327129,0,2024,9,17,1
29.0,Female,Canada,Nova Scotia,Standard,15.69,Laptop,2.0,0,2.8148097376737438,0,2024,7,17,2
20.0,Other,Canada,Quebec,Premium,12.01,Smart TV,1.0,0,2.565718292524414,0,2025,7,11,4
29.0,Male,Canada,Quebec,Premium,14.63,Smart TV,2.0,0,2.749192144433385,0,2023,6,15,3
53.0,Female,USA,Missouri,Basic,14.89,Gaming Console,2.0,0,2.7656899805486246,0,2023,8,31,3
27.0,Female,USA,Illinois,Standard,30.08,Laptop,1.0,0,3.436564525499447,0,2024,1,30,1
17.0,Male,Canada,Alberta,Standard,8.16,Laptop,5.0,0,2.214846178686039,0,2025,5,28,2
20.0,Male,USA,New York,Basic,13.8,Laptop,4.0,0,2.6946271807700692,0,2024,10,22,1
14.0,Female,USA,Illinois,Standard,2.29,Mobile,2.0,0,1.1908875647772805,0,2022,11,29,1
21.0,Female,Canada,British Columbia,Standard,15.17,Mobile,2.0,0,2.783157673589016,0,2024,6,28,4
46.0,Female,USA,Washington,Standard,1.42,Smart TV,3.0,0,0.883767540168595,0,2023,3,7,1
36.0,Female,USA,Washington,Premium,21.23,Smart TV,2.0,0,3.101442727976105,0,2023,1,13,4
42.0,Other,USA,Georgia,Premium,8.61,Desktop,5.0,0,2.262804222982201,0,2024,9,3,1
35.0,Male,USA,Michigan,Standard,10.64,Mobile,5.0,1,2.454447442303292,0,2023,10,25,2
33.0,Male,USA,North Carolina,Premium+,17.66,Gaming Console,1.0,0,2.926382195419198,0,2024,9,9,0
28.0,Male,USA,Ohio,Standard,14.9,Mobile,3.0,0,2.766319109226186,0,2024,11,30,5
42.0,Male,USA,Missouri,Standard,28.32,Smart TV,4.0,0,3.3782698770184507,0,2023,7,4,1
51.0,Male,Canada,Quebec,Premium,32.16,Gaming Console,0.0,1,3.501344330267094,1,2024,6,7,4
41.0,Female,USA,Texas,Basic,24.58,Desktop,6.0,0,3.2418107961506966,0,2024,2,5,0
26.0,Other,USA,New York,Standard,13.79,Desktop,4.0,0,2.6939512767227085,0,2024,6,27,3
33.0,Female,USA,Virginia,Basic,9.05,Desktop,2.0,0,2.307572634505085,0,2023,1,4,2
32.0,Male,USA,Georgia,Standard,29.59,Desktop,4.0,0,3.420673158162812,0,2023,3,1,2
42.0,Male,Canada,Saskatchewan,Basic,954.98,Gaming Console,8.0,0,6.862736992330473,0,2023,8,19,5
49.0,Other,USA,Washington,Premium,21.811017452655033,Tablet,3.0,0,3.1272436408541084,0,2023,11,20,0
29.0,Female,USA,Texas,Standard,22.77,Gaming Console,2.0,1,3.1684242813721024,0,2022,8,12,4
29.0,Female,Canada,Nova Scotia,Premium+,7.66,Tablet,7.0,0,2.1587147225743437,0,2024,8,18,6
40.0,Male,USA,Georgia,Basic,5.69,Mobile,2.0,0,1.900613874140137,0,2023,4,18,1
24.0,Male,USA,Washington,Basic,8.12,Mobile,3.0,0,2.21046980408624,0,2022,11,25,4
39.0,Male,USA,Missouri,Basic,6.04,Desktop,1.0,0,1.951608170169951,0,2023,7,28,4
59.0,Female,USA,Maryland,Premium,18.1,Desktop,2.0,0,2.9496883350525844,0,2025,7,7,0
41.0,Female,USA,Missouri,Premium+,19.675352862849536,Tablet,4.0,1,3.0289423078910556,0,2022,8,16,1
34.0,Female,USA,Michigan,Basic,10.46,Gaming Console,7.0,0,2.4388627112865935,0,2023,6,20,1
32.0,Female,Canada,Prince Edward Island,Premium+,18.34,Gaming Console,3.0,0,2.9621754900251482,0,2023,5,30,1
52.0,Male,USA,Georgia,Premium+,13.48,Gaming Console,3.0,1,2.6727683869575705,0,2024,2,4,6
27.0,Male,USA,Florida,Standard,6.58,Tablet,1.0,0,2.0255131996542803,0,2025,3,24,0
40.0,Female,Canada,Nova Scotia,Premium,5.96,Desktop,0.0,0,1.9401794743463283,1,2024,11,28,3
29.0,Female,Canada,New Brunswick,Basic,5.0,Desktop,1.0,0,1.791759469228055,0,2022,12,3,5
40.0,Other,USA,Illinois,Standard,31.96,Mobile,1.0,0,3.495294705041271,0,2025,3,20,3
26.0,Female,USA,Wisconsin,Standard,7.54,Smart TV,0.0,0,2.1447610078004784,1,2024,12,20,4
52.0,Male,Canada,British Columbia,Basic,8.71,Gaming Console,3.0,0,2.2731562823032334,0,2022,8,19,4
27.0,Female,USA,Ohio,Standard,18.38,Laptop,2.0,1,2.96424160646262,0,2025,7,28,0
36.0,Male,USA,Tennessee,Basic,44.19,Mobile,2.0,0,3.810875823423188,0,2024,8,31,5
34.0,Male,Canada,Saskatchewan,Premium+,25.49,Tablet,1.0,0,3.2767673032839784,0,2024,5,14,1
31.0,Male,USA,Washington,Premium,5.81,Tablet,1.0,0,1.918392120161421,0,2023,6,27,1
33.0,Other,Canada,Alberta,Basic,1.91,Smart TV,2.0,0,1.0681530811834012,0,2023,10,4,2
37.0,Other,USA,Tennessee,Premium,3.04,Laptop,2.0,0,1.3962446919730587,0,2023,1,4,2
39.0,Male,Canada,Prince Edward Island,Standard,7.99,Mobile,7.0,1,2.196112848483529,0,2023,11,1,2
37.0,Male,USA,Tennessee,Standard,9.05,Desktop,4.0,0,2.307572634505085,0,2023,6,1,3
